exam_id,exam_source,program_uid,education_plan_uid,course_code,course_name_sv,module_code_if_stated,module_name_if_stated,credits_hp_if_stated,exam_order,examination_text_exact,examination_category,grading_scale_if_stated,related_learning_outcomes_if_stated,source_file,confidence,notes
VGSSY_OMG551_EXAM_MODULE_0003,module_table,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,0003,"Seminarium, individuell bedömning (mål 3)",1.0,3,"Seminarium, individuell bedömning (mål 3)",seminar,UG,3,Kurs5_sskgrund_OMG551.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG551_EXAM_MODULE_0004,module_table,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,0004,"Individuell dokumenterad bedömning av VFU enligt fastställda kriterier och lärandemål med muntlig dokumenterad genomgång (mål 4‐10, 21-23)",6.0,4,"Individuell dokumenterad bedömning av VFU enligt fastställda kriterier och lärandemål med muntlig dokumenterad genomgång (mål 4‐10, 21-23)",vfu_assessment|oral,UV,"4‐10, 21-23",Kurs5_sskgrund_OMG551.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG551_EXAM_MODULE_0005,module_table,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,0005,"Individuell dokumenterad bedömning av VFU enligt fastställda kriterier och lärandemål med muntlig dokumenterad genomgång (mål 11-17, 24-26)",6.0,5,"Individuell dokumenterad bedömning av VFU enligt fastställda kriterier och lärandemål med muntlig dokumenterad genomgång (mål 11-17, 24-26)",vfu_assessment|oral,UV,"11-17, 24-26",Kurs5_sskgrund_OMG551.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG551_EXAM_MODULE_0006,module_table,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,0006,"Seminarium, individuell bedömning (mål 18)",2.0,6,"Seminarium, individuell bedömning (mål 18)",seminar,UG,18,Kurs5_sskgrund_OMG551.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG551_EXAM_MODULE_0007,module_table,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,0007,"Seminarium, individuell bedömning (mål 19)",0.5,7,"Seminarium, individuell bedömning (mål 19)",seminar,UG,19,Kurs5_sskgrund_OMG551.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG551_EXAM_MODULE_0008,module_table,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,0008,"Skriftlig examination, grupp med individuell bedömning (mål 20)",3.0,8,"Skriftlig examination, grupp med individuell bedömning (mål 20)",written,UG,20,Kurs5_sskgrund_OMG551.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG551_EXAM_MODULE_0009,module_table,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,0009,"Seminarium, individuell bedömning (mål 27)",0.5,9,"Seminarium, individuell bedömning (mål 27)",seminar,UG,27,Kurs5_sskgrund_OMG551.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG551_EXAM_MODULE_0010,module_table,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,0010,"Seminarium, individuell bedömning (mål 28)",0.5,10,"Seminarium, individuell bedömning (mål 28)",seminar,UG,28,Kurs5_sskgrund_OMG551.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG551_EXAM_MODULE_0011,module_table,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,0011,"Seminarium, individuell bedömning (mål 29)",1.0,11,"Seminarium, individuell bedömning (mål 29)",seminar,UG,29,Kurs5_sskgrund_OMG551.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG551_EXAM_MODULE_0012,module_table,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,0012,"Muntlig gruppresentation av uppgift, individuell bedömning samt skriftlig examination, grupp med individuell bedömning (mål 30)",1.5,12,"Muntlig gruppresentation av uppgift, individuell bedömning samt skriftlig examination, grupp med individuell bedömning (mål 30)",written|oral,UG,30,Kurs5_sskgrund_OMG551.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG551_EXAM_MODULE_0013,module_table,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,0013,"Seminarium, individuell bedömning (mål 31)",0.5,13,"Seminarium, individuell bedömning (mål 31)",seminar,UG,31,Kurs5_sskgrund_OMG551.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG551_EXAM_MODULE_0014,module_table,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,0014,"Skriftlig examination, individuell (mål 32)",2.5,14,"Skriftlig examination, individuell (mål 32)",written,UV,32,Kurs5_sskgrund_OMG551.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG551_EXAM_MODULE_0015,module_table,VGSSY,VGSSY,OMG551,Omvårdnad vid komplexa vårdbehov I samt introduktion till självständigt arbete i omvårdnad,0015,"Seminarium, individuell bedömning (mål 33)",1.0,15,"Seminarium, individuell bedömning (mål 33)",seminar,UG,33,Kurs5_sskgrund_OMG551.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
VGSSY_OMG805_EXAM_MODULE_0001,module_table,VGSSY,VGSSY,OMG805,Självständigt arbete (examensarbete) i omvårdnad,0001,"Självständigt arbete, individuell bedömning (lärandemål 1-13)",15.0,1,"Självständigt arbete, individuell bedömning (lärandemål 1-13)",other,UV,1-13,Kurs6_sskgrund_OMG805.pdf,high,"Derived from module table; module table is treated as authoritative for hp, grading scale and learning-outcome linkage."
