section_unit_uid,lineage_uid,lineage_confidence,course_family_id,course_uid,course_version,is_current,program,education_level,course_code,course_name_sv,section,original_section_heading,subsection,unit_type,unit_order,text_exact,text_normalized,source_file,confidence,notes
OMA071_v01_SECTION_0035,OMA071_SECTION_0035,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,modules,Moduler Omf. Betyg,Moduler Omf. Betyg,text_unit,35,"0002 Muntlig examination, individuell (lärandemål 2, 3) 4 ue a 10","0002 Muntlig examination, individuell (lärandemål 2, 3) 4 ue a 10",Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0036,OMA071_SECTION_0036,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,modules,Moduler Omf. Betyg,Moduler Omf. Betyg,text_unit,36,"0003 Tentamen, individuell (lärandemål 7), hp VG","0003 Tentamen, individuell (lärandemål 7), hp VG",Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0037,OMA071_SECTION_0037,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,modules,Moduler Omf. Betyg,Moduler Omf. Betyg,text_unit,37,"0004 Seminarium, individuell bedömning (lärandemål 8) 4 ue äl 0.5","0004 Seminarium, individuell bedömning (lärandemål 8) 4 ue äl 0.5",Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0038,OMA071_SECTION_0038,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,modules,Moduler Omf. Betyg,Moduler Omf. Betyg,text_unit,38,"0005 Klinisk examination, individuell (lärandemål 8) ho UG","0005 Klinisk examination, individuell (lärandemål 8) ho UG",Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0039,OMA071_SECTION_0039,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,modules,Moduler Omf. Betyg,Moduler Omf. Betyg,text_unit,39,"0006 Tentamen, individuell (lärandemål 4, 5, 6) fp W","0006 Tentamen, individuell (lärandemål 4, 5, 6) fp W",Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0040,OMA071_SECTION_0040,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,modules,Moduler Omf. Betyg,Moduler Omf. Betyg,text_unit,40,"0007 Seminarium, individuell bedömning (lärandemål 10) 4 ue Muntlig gruppresentation av uppgift, individuell 10","0007 Seminarium, individuell bedömning (lärandemål 10) 4 ue Muntlig gruppresentation av uppgift, individuell 10",Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0041,OMA071_SECTION_0041,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,modules,Moduler Omf. Betyg,Moduler Omf. Betyg,text_unit,41,"9008 bedömning (lärandemål 17) np WW Muntlig gruppresentation av uppgift, individuell 20","9008 bedömning (lärandemål 17) np WW Muntlig gruppresentation av uppgift, individuell 20",Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0042,OMA071_SECTION_0042,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,modules,Moduler Omf. Betyg,Moduler Omf. Betyg,text_unit,42,9009 bedömning (lärandemål 11) hp WW Individuell dokumenterad bedömning av VFU enl. 20,9009 bedömning (lärandemål 11) hp WW Individuell dokumenterad bedömning av VFU enl. 20,Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA071_v01_SECTION_0043,OMA071_SECTION_0043,baseline,OMA071,OMA071_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA071,Avancerad omvårdnad med inriktning mot anestesisjukvård I,modules,Moduler Omf. Betyg,Moduler Omf. Betyg,text_unit,43,"0010 fastställda kriterier och lärandemål, muntlig hm UG dokumenterad genomgång (lärandemål 12-16, 18) P Mps:leduNig seldocslavsytebuakoursel OMADT 1 7vala tom=2025-01-20 an","0010 fastställda kriterier och lärandemål, muntlig hm UG dokumenterad genomgång (lärandemål 12-16, 18) P Mps:leduNig seldocslavsytebuakoursel OMADT 1 7vala tom=2025-01-20 an",Kurs1_Anestesi_OMA071.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA070_v01_SECTION_0001,OMA070_SECTION_0001,baseline,OMA070,OMA070_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA070,Omvårdnad - Vetenskaplig metod och teori avancerad nivå - inriktning anestesisjukvård,metadata,missing,missing,text_unit,1,"Akademin för hälsa och arbetsliv Faculty of Health and Occupational Studies Kursplan Omvårdnad - Vetenskaplig metod och teori avancerad nivå - inriktning anestesisjukvård 7.5 hp Nursing science - Scientific method and theory on advanced level in Anaesthetic Care 7.5 cr Fastställd av: Akademi för hälsa och arbetsliv, 2023-10-23 Giltig från och med: 2025-01-20 Utbildningsnivå Avancerad nivå Kurskod OMA070 Omfattning 7.5 hp Huvudområde Omvårdnad A1N Ämnesgrupp Omvårdnad/omvårdnadsvetenskap Utbildningsområde Vårdområdet 100 %","Akademin för hälsa och arbetsliv Faculty of Health and Occupational Studies Kursplan Omvårdnad - Vetenskaplig metod och teori avancerad nivå - inriktning anestesisjukvård 7.5 hp Nursing science - Scientific method and theory on advanced level in Anaesthetic Care 7.5 cr Fastställd av: Akademi för hälsa och arbetsliv, 2023-10-23 Giltig från och med: 2025-01-20 Utbildningsnivå Avancerad nivå Kurskod OMA070 Omfattning 7.5 hp Huvudområde Omvårdnad A1N Ämnesgrupp Omvårdnad/omvårdnadsvetenskap Utbildningsområde Vårdområdet 100 %",user_prompt_OMA070.txt,high,extraction_method=user_prompt_cached
OMA070_v01_SECTION_0002,OMA070_SECTION_0002,baseline,OMA070,OMA070_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA070,Omvårdnad - Vetenskaplig metod och teori avancerad nivå - inriktning anestesisjukvård,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,2,Mål,Mål,user_prompt_OMA070.txt,high,extraction_method=user_prompt_cached
OMA070_v01_SECTION_0003,OMA070_SECTION_0003,baseline,OMA070,OMA070_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA070,Omvårdnad - Vetenskaplig metod och teori avancerad nivå - inriktning anestesisjukvård,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,3,Kunskap och förståelse,Kunskap och förståelse,user_prompt_OMA070.txt,high,extraction_method=user_prompt_cached
OMA070_v01_SECTION_0004,OMA070_SECTION_0004,baseline,OMA070,OMA070_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA070,Omvårdnad - Vetenskaplig metod och teori avancerad nivå - inriktning anestesisjukvård,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,4,"1. förklara de kunskapsteoretiska grunderna för olika forskningsansatser, designer och datainsamlingsmetoder","1. förklara de kunskapsteoretiska grunderna för olika forskningsansatser, designer och datainsamlingsmetoder",user_prompt_OMA070.txt,high,extraction_method=user_prompt_cached
OMA070_v01_SECTION_0005,OMA070_SECTION_0005,baseline,OMA070,OMA070_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA070,Omvårdnad - Vetenskaplig metod och teori avancerad nivå - inriktning anestesisjukvård,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,5,"2. argumentera för val av datainsamlingsmetod, urval och dess relevans för olika forskningsproblem","2. argumentera för val av datainsamlingsmetod, urval och dess relevans för olika forskningsproblem",user_prompt_OMA070.txt,high,extraction_method=user_prompt_cached
OMA070_v01_SECTION_0006,OMA070_SECTION_0006,baseline,OMA070,OMA070_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA070,Omvårdnad - Vetenskaplig metod och teori avancerad nivå - inriktning anestesisjukvård,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,6,3. argumentera för etiska aspekter i relation till forsknings- och forskaretik,3. argumentera för etiska aspekter i relation till forsknings- och forskaretik,user_prompt_OMA070.txt,high,extraction_method=user_prompt_cached
OMA070_v01_SECTION_0007,OMA070_SECTION_0007,baseline,OMA070,OMA070_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA070,Omvårdnad - Vetenskaplig metod och teori avancerad nivå - inriktning anestesisjukvård,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,7,Färdighet och förmåga,Färdighet och förmåga,user_prompt_OMA070.txt,high,extraction_method=user_prompt_cached
OMA070_v01_SECTION_0008,OMA070_SECTION_0008,baseline,OMA070,OMA070_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA070,Omvårdnad - Vetenskaplig metod och teori avancerad nivå - inriktning anestesisjukvård,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,8,4. tillämpa kvantitativa forskningsmetoder,4. tillämpa kvantitativa forskningsmetoder,user_prompt_OMA070.txt,high,extraction_method=user_prompt_cached
OMA070_v01_SECTION_0009,OMA070_SECTION_0009,baseline,OMA070,OMA070_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA070,Omvårdnad - Vetenskaplig metod och teori avancerad nivå - inriktning anestesisjukvård,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,9,5. tillämpa kvalitativa forskningsmetoder,5. tillämpa kvalitativa forskningsmetoder,user_prompt_OMA070.txt,high,extraction_method=user_prompt_cached
OMA070_v01_SECTION_0010,OMA070_SECTION_0010,baseline,OMA070,OMA070_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA070,Omvårdnad - Vetenskaplig metod och teori avancerad nivå - inriktning anestesisjukvård,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,10,"6. systematiskt söka, kvalitetsgranska och värdera vetenskapliga publicerade studier","6. systematiskt söka, kvalitetsgranska och värdera vetenskapliga publicerade studier",user_prompt_OMA070.txt,high,extraction_method=user_prompt_cached
OMA070_v01_SECTION_0011,OMA070_SECTION_0011,baseline,OMA070,OMA070_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA070,Omvårdnad - Vetenskaplig metod och teori avancerad nivå - inriktning anestesisjukvård,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,11,"7. identifiera, formulera och problematisera ett forskningsproblem inom huvudområdet","7. identifiera, formulera och problematisera ett forskningsproblem inom huvudområdet",user_prompt_OMA070.txt,high,extraction_method=user_prompt_cached
OMA070_v01_SECTION_0012,OMA070_SECTION_0012,baseline,OMA070,OMA070_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA070,Omvårdnad - Vetenskaplig metod och teori avancerad nivå - inriktning anestesisjukvård,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,12,"8. skriftligt utforma och muntligt försvara en projektplan med adekvat design, metoder för datainsamling och -analys","8. skriftligt utforma och muntligt försvara en projektplan med adekvat design, metoder för datainsamling och -analys",user_prompt_OMA070.txt,high,extraction_method=user_prompt_cached
OMA070_v01_SECTION_0013,OMA070_SECTION_0013,baseline,OMA070,OMA070_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA070,Omvårdnad - Vetenskaplig metod och teori avancerad nivå - inriktning anestesisjukvård,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,13,9. identifiera forskningsetiska överväganden av relevans för en planerad studie och formulera en forskningsetisk ansökan som inkluderar forskningspersonsinformation,9. identifiera forskningsetiska överväganden av relevans för en planerad studie och formulera en forskningsetisk ansökan som inkluderar forskningspersonsinformation,user_prompt_OMA070.txt,high,extraction_method=user_prompt_cached
OMA070_v01_SECTION_0014,OMA070_SECTION_0014,baseline,OMA070,OMA070_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA070,Omvårdnad - Vetenskaplig metod och teori avancerad nivå - inriktning anestesisjukvård,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,14,10. tillämpa förvärvade kunskaper om vetenskapsteori och vetenskapsmetodik genom en kritisk granskning av en projektplan.,10. tillämpa förvärvade kunskaper om vetenskapsteori och vetenskapsmetodik genom en kritisk granskning av en projektplan.,user_prompt_OMA070.txt,high,extraction_method=user_prompt_cached
OMA070_v01_SECTION_0015,OMA070_SECTION_0015,baseline,OMA070,OMA070_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA070,Omvårdnad - Vetenskaplig metod och teori avancerad nivå - inriktning anestesisjukvård,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,15,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,user_prompt_OMA070.txt,high,extraction_method=user_prompt_cached
OMA070_v01_SECTION_0016,OMA070_SECTION_0016,baseline,OMA070,OMA070_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA070,Omvårdnad - Vetenskaplig metod och teori avancerad nivå - inriktning anestesisjukvård,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,16,11. värdera forskningsetiska aspekter i relation till vetenskaplig nytta (PM),11. värdera forskningsetiska aspekter i relation till vetenskaplig nytta (PM),user_prompt_OMA070.txt,high,extraction_method=user_prompt_cached
OMA070_v01_SECTION_0017,OMA070_SECTION_0017,baseline,OMA070,OMA070_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA070,Omvårdnad - Vetenskaplig metod och teori avancerad nivå - inriktning anestesisjukvård,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,17,12. reflektera över olika forskningsmetoders styrkor och svagheter (PM),12. reflektera över olika forskningsmetoders styrkor och svagheter (PM),user_prompt_OMA070.txt,high,extraction_method=user_prompt_cached
OMA070_v01_SECTION_0018,OMA070_SECTION_0018,baseline,OMA070,OMA070_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning anestesisjukvård,Avancerad nivå,OMA070,Omvårdnad - Vetenskaplig metod och teori avancerad nivå - inriktning anestesisjukvård,learning_outcomes,Värderingsförmåga och förhållningssätt,Värderingsförmåga och förhållningssätt,text_unit,18,13. reflektera över aktuell omvårdnadsvetenskaplig forskning avseende relevans och tillämpning genom författande av en projektplan (PM),13. reflektera över aktuell omvårdnadsvetenskaplig forskning avseende relevans och tillämpning genom författande av en projektplan (PM),user_prompt_OMA070.txt,high,extraction_method=user_prompt_cached
